PROJECT	SPECTRA_IN_REL_CLUSTERS	CORRECT_SPECTRA	INCORRECT_SPECTRA	CONTAMINANT_CORRECT_SPECTRA	CONTAMINANT_INCORRECT_SPECTRA
PRD000721;PRIDE_Exp_Complete_Ac_25659.xml	69	69	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25660.xml	31	31	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25661.xml	52	51	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25662.xml	113	112	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25663.xml	160	160	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25664.xml	215	212	3	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25665.xml	149	143	6	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25666.xml	144	144	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25667.xml	137	136	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25668.xml	96	95	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25669.xml	57	56	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25670.xml	30	29	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25671.xml	44	43	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25672.xml	111	108	3	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25673.xml	179	179	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25674.xml	236	231	5	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25675.xml	145	143	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25676.xml	116	116	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25677.xml	131	130	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25678.xml	98	97	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25679.xml	64	64	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25680.xml	23	23	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25681.xml	64	63	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25682.xml	149	148	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25683.xml	182	177	5	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25684.xml	261	254	7	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25685.xml	166	163	3	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25686.xml	124	123	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25687.xml	120	120	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25688.xml	87	87	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25689.xml	42	42	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25690.xml	24	24	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25691.xml	44	44	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25692.xml	122	120	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25693.xml	181	179	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25694.xml	239	235	4	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25695.xml	124	120	4	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25696.xml	126	125	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25697.xml	103	102	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25698.xml	49	48	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25699.xml	50	50	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25700.xml	14	14	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25701.xml	43	41	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25702.xml	9	9	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25703.xml	151	148	3	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25704.xml	56	55	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25705.xml	27	26	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25706.xml	16	15	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25707.xml	23	19	4	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25708.xml	23	22	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25709.xml	19	19	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25710.xml	13	12	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25711.xml	38	38	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25712.xml	16	16	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25713.xml	140	138	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25714.xml	52	52	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25715.xml	16	16	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25716.xml	22	22	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25717.xml	37	34	3	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25718.xml	17	17	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25719.xml	11	11	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25720.xml	20	20	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25721.xml	2	2	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25722.xml	4	4	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25723.xml	127	124	3	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25724.xml	57	55	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25725.xml	25	25	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25726.xml	32	32	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25727.xml	23	22	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25728.xml	24	23	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25729.xml	18	17	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25730.xml	9	9	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25731.xml	15	15	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25732.xml	5	5	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25733.xml	100	100	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25734.xml	56	55	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25735.xml	27	27	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25736.xml	18	18	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25737.xml	12	11	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25738.xml	22	22	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25739.xml	14	14	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25740.xml	12	12	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25741.xml	30	30	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25742.xml	5	5	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25743.xml	141	140	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25744.xml	59	57	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25745.xml	24	24	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25746.xml	31	31	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25747.xml	31	29	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25748.xml	25	24	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25749.xml	18	18	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25750.xml	18	17	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25751.xml	32	30	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25752.xml	129	125	4	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25753.xml	101	101	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25754.xml	31	31	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25755.xml	25	25	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25756.xml	40	39	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25757.xml	29	28	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25758.xml	27	26	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25759.xml	21	21	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25760.xml	29	27	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25761.xml	50	50	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25762.xml	144	142	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25763.xml	100	99	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25764.xml	30	28	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25765.xml	55	55	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25766.xml	41	41	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25767.xml	52	51	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25768.xml	30	30	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25769.xml	17	17	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25770.xml	27	26	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25771.xml	44	42	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25772.xml	159	159	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25773.xml	94	94	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25774.xml	24	24	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25775.xml	34	34	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25776.xml	45	45	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25777.xml	43	40	3	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25778.xml	46	46	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25779.xml	29	29	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25780.xml	35	33	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25781.xml	38	37	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25782.xml	135	135	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25783.xml	79	78	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25784.xml	21	19	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25785.xml	39	39	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25786.xml	42	42	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25787.xml	51	50	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25788.xml	31	30	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25789.xml	19	19	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25790.xml	24	24	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25791.xml	31	30	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25792.xml	134	131	3	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25793.xml	82	79	3	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25794.xml	12	12	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25795.xml	16	16	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25796.xml	16	16	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25797.xml	23	22	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25798.xml	23	21	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25799.xml	23	21	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25800.xml	18	17	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25801.xml	21	20	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25802.xml	133	125	8	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25803.xml	81	78	3	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25804.xml	20	20	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25805.xml	10	10	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25806.xml	46	45	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25807.xml	30	29	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25808.xml	15	15	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25809.xml	15	15	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25810.xml	19	18	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25811.xml	26	24	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25812.xml	106	102	4	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25813.xml	89	86	3	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25814.xml	17	17	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25815.xml	27	27	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25816.xml	20	20	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25817.xml	22	21	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25818.xml	17	16	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25819.xml	13	13	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25820.xml	18	18	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25821.xml	53	50	3	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25822.xml	160	157	3	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25823.xml	94	92	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25824.xml	26	26	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25825.xml	29	29	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25826.xml	46	46	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25827.xml	25	24	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25828.xml	25	25	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25829.xml	21	21	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25830.xml	27	25	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25831.xml	11	9	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25832.xml	113	113	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25833.xml	103	100	3	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25834.xml	25	25	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25835.xml	16	16	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25836.xml	39	38	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25837.xml	34	33	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25838.xml	22	22	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25839.xml	21	20	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25840.xml	21	20	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25841.xml	91	90	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25842.xml	139	135	4	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25843.xml	43	41	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25844.xml	14	14	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25845.xml	20	20	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25846.xml	25	25	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25847.xml	24	23	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25848.xml	33	31	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25849.xml	13	13	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25850.xml	23	23	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25851.xml	96	91	5	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25852.xml	153	150	3	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25853.xml	43	41	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25854.xml	15	15	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25855.xml	32	32	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25856.xml	34	34	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25857.xml	24	24	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25858.xml	19	19	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25859.xml	17	15	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25860.xml	77	73	4	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25861.xml	136	134	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25862.xml	12	12	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25863.xml	12	12	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25864.xml	17	17	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25865.xml	28	25	3	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25866.xml	34	33	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25867.xml	17	17	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25868.xml	16	16	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25869.xml	15	15	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25870.xml	102	98	4	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25871.xml	94	92	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25872.xml	27	26	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25873.xml	5	5	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25874.xml	12	12	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25875.xml	10	10	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25876.xml	24	23	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25877.xml	17	16	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25878.xml	6	6	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25879.xml	14	14	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25880.xml	42	42	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25881.xml	155	152	3	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25882.xml	22	20	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25883.xml	13	13	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25884.xml	14	14	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25885.xml	20	20	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25886.xml	28	27	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25887.xml	19	19	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25888.xml	14	14	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25889.xml	19	17	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25890.xml	43	41	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25891.xml	96	94	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25892.xml	29	28	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25893.xml	23	23	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25894.xml	28	28	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25895.xml	29	29	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25896.xml	35	34	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25897.xml	26	25	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25898.xml	15	14	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25899.xml	20	20	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25900.xml	73	72	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25901.xml	135	133	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25902.xml	17	17	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25903.xml	12	12	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25904.xml	29	28	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25905.xml	43	43	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25906.xml	33	32	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25907.xml	24	23	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25908.xml	15	15	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25909.xml	19	19	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25910.xml	52	52	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25911.xml	116	115	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25912.xml	20	19	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25913.xml	10	10	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25914.xml	19	19	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25915.xml	25	24	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25916.xml	19	16	3	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25917.xml	16	16	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25918.xml	10	10	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25919.xml	19	19	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25920.xml	31	31	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25921.xml	76	71	5	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25922.xml	68	68	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25923.xml	30	29	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25924.xml	38	38	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25925.xml	34	34	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25926.xml	35	34	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25927.xml	26	26	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25928.xml	18	18	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25929.xml	15	15	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25930.xml	77	77	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25931.xml	128	126	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25932.xml	84	83	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25933.xml	19	19	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25934.xml	27	27	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25935.xml	41	40	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25936.xml	34	32	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25937.xml	24	24	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25938.xml	29	29	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25939.xml	15	15	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25940.xml	64	64	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25941.xml	133	130	3	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25942.xml	78	77	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25943.xml	12	12	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25944.xml	19	19	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25945.xml	19	18	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25946.xml	26	24	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25947.xml	24	24	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25948.xml	18	18	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25949.xml	19	19	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25950.xml	73	71	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25951.xml	155	154	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25952.xml	76	74	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25953.xml	16	16	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25954.xml	32	31	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25955.xml	45	45	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25956.xml	43	41	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25957.xml	26	26	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25958.xml	19	19	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25959.xml	23	23	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25960.xml	37	33	4	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25961.xml	165	161	4	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25962.xml	86	85	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25963.xml	17	17	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25964.xml	28	28	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25965.xml	53	51	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25966.xml	44	43	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25967.xml	44	43	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25968.xml	20	19	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25969.xml	25	24	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25970.xml	25	21	4	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25971.xml	109	103	6	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25972.xml	106	104	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25973.xml	26	26	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25974.xml	29	29	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25975.xml	32	32	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25976.xml	37	36	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25977.xml	33	33	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25978.xml	26	25	1	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25979.xml	16	16	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25980.xml	41	41	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25981.xml	158	156	2	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25982.xml	75	72	3	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25983.xml	13	13	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25984.xml	30	30	NA	NA	NA
PRD000721;PRIDE_Exp_Complete_Ac_25985.xml	46	45	1	NA	NA
